blockNumber	confirmations	Month	Day	Hour	mean_value_received	variance_value_received	total_received	time_diff_first_last_received	total_tx_sent	total_tx_sent_malicious	total_tx_sent_unique	total_tx_sent_malicious_unique	total_tx_received_malicious_unique	Fraud
17948998	1917491	8	19	13	0.2489218033232527	0.0416681829372375	14.437464592748656	1019.695335648148	355.0	0.0	41.0	0.0	0.0	0
19712094	154377	4	22	16	0.0408574459804386	0.0012532570896243	0.3268595678435095	21.214027777777776	13.0	0.0	5.0	0.0	0.0	0
17071385	2795140	4	18	5	0.6781660585411468	4.209991286134548	134.9550456496882	1125.2037268518518	1070.0	0.0	370.0	0.0	0.0	0
17747118	2119393	7	22	7	1.8183965098008947	15.012856755331166	4995.135212423058	59.23111111111111	4845.0	0.0	1689.0	0.0	0.0	0
17774261	2092250	7	26	2	1.8183965098008947	15.012856755331166	4995.135212423058	59.23111111111111	4845.0	0.0	1689.0	0.0	0.0	0
19698900	167349	4	20	20	0.0038691483163869	1.745365790122227e-06	0.0270840382147083	26.350277777777777	3.0	0.0	1.0	0.0	0.0	0
19704091	162134	4	21	13	0.2192793527226619	0.0525446155310219	4.385587054453239	694.0644328703704	171.0	0.0	85.0	0.0	0.0	0
19756777	109734	4	28	22	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0
17187610	2678819	5	4	13	0.0	0.0	0.0	0.0	4354.0	0.0	5.0	0.0	0.0	0
18871059	995217	12	26	16	0.381349074951453	0.3353296366392472	9.915075948737778	742.5200810185186	126.0	0.0	30.0	0.0	0.0	0
18024546	1841741	8	30	2	0.0658282124922844	0.0091499361898743	5.200428786890469	270.92555555555555	27.0	0.0	21.0	0.0	0.0	0
15382306	4484015	8	21	6	0.1946868800437214	0.1193154488416463	29.00834512651449	792.2999305555555	473.0	0.0	41.0	0.0	0.0	0
19231674	634631	2	15	6	0.12553356375	0.0309139052825872	2.0085370200000003	356.0758333333333	26.0	0.0	13.0	0.0	0.0	0
19754186	112023	4	28	13	0.067996935055	0.0048268268836517	1.1559478959350002	51.44819444444445	78.0	0.0	7.0	0.0	0.0	0
15650544	4215610	10	1	3	0.425	0.06125	0.8500000000000001	188.9966435185185	5.0	0.0	1.0	0.0	0.0	0
19510129	356285	3	25	7	0.06991733	0.0064626130735372	0.27966932	328.995	7.0	0.0	5.0	0.0	0.0	0
11605998	8260131	1	7	6	0.0	0.0	0.0	0.0	4153.0	0.0	1.0	0.0	0.0	0
18402511	1463985	10	22	1	6.755284208812416	685.3690309294607	9085.8572608527	986.082511574074	1328.0	1.0	606.0	1.0	1.0	0
14952407	4913740	6	12	21	0.3018457269565976	0.1435643827097255	13.884903440003493	907.028136574074	918.0	0.0	36.0	0.0	0.0	0
18653790	1212388	11	26	5	0.2866207722529868	0.1708622298535737	10.318347801107526	158.30694444444444	204.0	0.0	8.0	0.0	0.0	0
5466516	14399667	4	19	4	0.916546809695122	1.7904374508452727	150.31367679000002	140.10538194444445	6301.0	0.0	45.0	0.0	0.0	0
13355338	6510849	10	4	22	2.51875	8.20890625	10.075	881.8620023148148	8.0	0.0	1.0	0.0	0.0	0
17741698	2124813	7	21	13	1.8183965098008947	15.012856755331166	4995.135212423058	59.23111111111111	4845.0	0.0	1689.0	0.0	0.0	0
4322896	15543258	9	29	21	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0
15478977	4387328	9	5	16	0.379984784111635	1.6107964584119807	125.01499397272792	2254.177025462963	2151.0	0.0	346.0	0.0	0.0	0
19739959	126426	4	26	13	0.004	0.0	0.004	0.0	1.0	0.0	1.0	0.0	0.0	0
18837598	1028741	12	21	23	0.1366079966666666	0.0346781495035871	4.098239899999999	1037.002013888889	60.0	0.0	42.0	0.0	0.0	0
11032921	8833524	10	11	7	0.082762182875	0.0144074646736738	0.662097463	586.0633564814815	10.0	0.0	4.0	0.0	0.0	0
16028332	3837763	11	22	21	0.1343122779878265	0.0310529266397375	2.954870115732185	674.5029745370371	183.0	0.0	34.0	0.0	0.0	0
16683397	3182991	2	22	10	0.49419249	0.0	0.49419249	0.0	9996.0	0.0	682.0	0.0	0.0	0
13615386	6250762	11	14	17	0.4382205179285993	0.5757958430711622	27.16967211157316	883.8528819444444	666.0	1.0	253.0	1.0	0.0	0
19765400	101114	4	30	3	0.01470914	0.0	0.01470914	0.0	1.0	0.0	1.0	0.0	0.0	0
5389215	14476968	4	6	4	0.916546809695122	1.7904374508452727	150.31367679000002	140.10538194444445	6301.0	0.0	45.0	0.0	0.0	0
12593901	7272285	6	8	12	0.5184949920975196	0.5803776451662944	32.146689510046215	926.4380324074074	650.0	0.0	252.0	0.0	0.0	0
18604939	1261269	11	19	9	0.0899637842731231	0.0072251149045444	1.3494567640968465	204.70041666666663	19.0	0.0	10.0	0.0	0.0	0
19705600	160544	4	21	18	0.4378502211202089	0.5042300661080286	8.31915420128397	993.772511574074	31.0	0.0	22.0	0.0	0.0	0
18574963	1291212	11	15	4	1.117138715566569	3.4281232199785143	34.63130018256364	158.86930555555554	242.0	0.0	22.0	0.0	0.0	0
19806004	60420	5	5	19	0.5564311818181819	1.7332126662053635	6.120743	537.0718055555556	33.0	0.0	24.0	0.0	0.0	0
17943469	1922584	8	18	18	0.0	0.0	0.0	0.0	142.0	0.0	1.0	0.0	0.0	0
8391122	11475245	8	21	2	0.0	0.0	0.0	0.0	610.0	4.0	5.0	1.0	0.0	0
17031573	2834692	4	12	11	0.0383505149005864	0.0321793504432301	1.3422680215205265	376.0733333333333	34.0	0.0	1.0	0.0	0.0	0
19696204	169946	4	20	11	2.9956322182805417	16.757834987326216	95.86023098497732	1265.8391550925926	1090.0	0.0	25.0	0.0	0.0	0
19519364	347134	3	26	15	0.6084783283485066	0.34066294392571	90.66327092392748	1007.9103703703704	372.0	0.0	41.0	0.0	0.0	0
14101700	5764690	1	29	16	2.4569921857142853	18.14592196538594	34.3978906	882.5080324074074	82.0	0.0	50.0	0.0	0.0	0
14379594	5486663	3	13	17	0.2716495218	0.0981147440348501	8.149485654000001	722.2718402777778	112.0	0.0	20.0	0.0	0.0	0
19665631	200750	4	16	4	1.0868440388169391	6.958379050914069	242.3662206561774	730.1634606481482	1031.0	0.0	391.0	0.0	0.0	0
16220848	3645457	12	19	19	0.379984784111635	1.6107964584119807	125.01499397272792	2254.177025462963	2151.0	0.0	346.0	0.0	0.0	0
13123689	6742805	8	30	0	1.3644477216931257	6.420799952927229	85.96020646666692	1100.935636574074	683.0	0.0	122.0	0.0	0.0	0
19369951	496500	3	5	15	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0
13367406	6498933	10	6	19	2.1518259866418994	24.062928518166583	518.5900627806977	1013.610625	504.0	0.0	128.0	0.0	0.0	0
18542557	1323764	11	10	15	0.5770672958604887	0.5371375636965098	25.3909610178615	282.66527777777776	31.0	0.0	9.0	0.0	0.0	0
13938512	5927764	1	4	10	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0
19562773	303312	4	1	18	0.9045083214018732	0.5760671109466957	19.89918307084121	146.5234722222222	112.0	0.0	8.0	0.0	0.0	0
19067019	799260	1	23	4	0.0194265974879026	0.0002925698069186	0.271972364830637	126.08472222222224	10.0	0.0	7.0	0.0	0.0	0
14282148	5584042	2	26	14	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0
11647849	8218217	1	13	16	2.634321388426888	10.979881742499122	250.26053190055435	2254.3112847222224	321.0	0.0	47.0	0.0	0.0	0
18432910	1433480	10	26	7	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0
19694707	171700	4	20	6	0.0	0.0	0.0	0.0	1603.0	1.0	716.0	1.0	0.0	0
18188899	1677275	9	22	4	61.00552285729587	41612.42767907426	2745.248528578314	1408.078113425926	68.0	0.0	29.0	0.0	0.0	0
18751118	1115321	12	9	20	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0
19800217	66234	5	5	0	0.0	0.0	0.0	0.0	34.0	0.0	1.0	0.0	0.0	0
17195423	2670636	5	5	15	1.3270417112042052	3.994148353055605	163.22613047811726	1177.7174189814814	483.0	0.0	28.0	0.0	0.0	0
17784289	2082209	7	27	12	0.5091343619842107	0.1693563735671117	9.673552877700002	713.5154629629629	12.0	0.0	4.0	0.0	0.0	0
11759493	8106636	1	30	20	0.0	0.0	0.0	0.0	4153.0	0.0	1.0	0.0	0.0	0
19443498	423036	3	15	23	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0
16694400	3171895	2	23	23	0.0	0.0	0.0	0.0	1603.0	1.0	716.0	1.0	0.0	0
17593094	2273270	6	30	15	0.3571309777777778	0.1048422539966044	3.2141788	487.0026388888889	22.0	0.0	15.0	0.0	0.0	0
18207628	1658578	9	24	19	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0
14928602	4937926	6	8	20	0.5086312795156361	0.0133585130924126	1.5258938385469083	132.52635416666666	13.0	0.0	8.0	0.0	0.0	0
16248275	3618113	12	23	15	0.49419249	0.0	0.49419249	0.0	9996.0	0.0	682.0	0.0	0.0	0
16327653	3538430	1	3	17	0.5821521206108544	1.0005302709691293	11.060890291606231	481.3929166666667	163.0	0.0	18.0	0.0	0.0	0
18793293	1073152	12	15	18	0.0	0.0	0.0	0.0	160.0	0.0	1.0	0.0	0.0	0
19807556	58814	5	6	0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0
19766959	99181	4	30	8	0.753203545106383	0.9746408074082904	70.80113324	492.1673611111111	785.0	0.0	438.0	0.0	0.0	0
15186571	4679813	7	21	14	0.057	0.001695	0.285	27.18164351851852	2.0	0.0	1.0	0.0	0.0	0
19625420	240855	4	10	13	0.6629273848348886	2.8894509980446283	44.41613478393754	1093.5818287037036	437.0	0.0	49.0	0.0	0.0	0
13999402	5866759	1	13	20	9.61181876090909	214.11240849041275	211.46001274	999.3920138888888	192.0	0.0	45.0	0.0	0.0	0
14854791	5011719	5	27	15	3.960847048998452	69.43545781729125	229.7291288419102	1325.6926967592592	516.0	0.0	115.0	0.0	0.0	0
14701369	5165112	5	3	0	0.0409961828579099	0.0012570829661394	0.2049809142895496	180.6541550925926	4.0	0.0	1.0	0.0	0.0	0
12518657	7347815	5	27	21	4.248895167692308	26.31446239600756	55.235637180000005	728.7940162037037	11.0	0.0	2.0	0.0	0.0	0
16581907	3284481	2	8	5	0.49419249	0.0	0.49419249	0.0	9996.0	0.0	682.0	0.0	0.0	0
17448715	2417407	6	10	8	0.1794046915315128	0.0440503088749169	26.551894346663897	1114.6554282407408	316.0	0.0	20.0	0.0	0.0	0
16491099	3375289	1	26	12	0.49419249	0.0	0.49419249	0.0	9996.0	0.0	682.0	0.0	0.0	0
19618746	247550	4	9	14	0.4640774126138288	0.1557724344711244	92.81548252276576	586.0211458333333	222.0	0.0	1.0	0.0	0.0	0
16279796	3586592	12	28	0	0.49419249	0.0	0.49419249	0.0	9996.0	0.0	682.0	0.0	0.0	0
18066550	1799845	9	4	23	0.3541478775	0.0864283164941616	1.41659151	132.30513888888888	27.0	0.0	2.0	0.0	0.0	0
17030128	2836380	4	12	6	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0
15927051	3939327	11	8	18	1.1151111111111112	8.206338318750001	90.324	687.9482291666667	64.0	0.0	7.0	0.0	0.0	0
17848398	2017910	8	5	11	0.1206466151626683	0.0369805996455388	12.305954746592176	403.1883333333333	701.0	0.0	12.0	0.0	0.0	0
19754334	111971	4	28	14	17.90981164459716	3483.3288596627085	3778.97025701	1667.256539351852	1708.0	1.0	495.0	1.0	0.0	0
18049883	1816401	9	2	16	0.1781578507998937	0.0367418330976469	22.8042049023864	893.6865393518518	349.0	0.0	70.0	0.0	0.0	0
17825923	2040210	8	2	7	0.4820222223552325	2.2561152036916776	28.43931111895872	794.8252662037037	120.0	0.0	40.0	0.0	0.0	0
14107145	5759073	1	30	12	0.7191616281275156	2.4829310353091985	76.95029420964417	977.5517476851852	590.0	0.0	228.0	0.0	0.0	0
7864662	12001705	5	31	2	0.0	0.0	0.0	0.0	610.0	4.0	5.0	1.0	0.0	0
16076522	3789599	11	29	15	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0
14887865	4978459	6	2	0	0.8169005406408081	1.883895975499167	31.042220544350705	259.24707175925926	199.0	0.0	34.0	0.0	0.0	0
14924199	4941918	6	8	2	0.2004633619717352	0.0897829953352524	9.822704736615028	830.1717129629629	88.0	0.0	27.0	0.0	0.0	0
14849037	5017106	5	26	16	0.3762815380750671	1.1666490389371498	327.3649381253084	722.2234722222222	1114.0	0.0	310.0	0.0	0.0	0
19486703	379831	3	22	0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0
15009918	4856564	6	22	22	0.7185255226605191	0.9224358304063208	69.69697569807035	996.9334375	214.0	0.0	63.0	0.0	0.0	0
16769437	3096646	3	6	12	0.0	0.0	0.0	0.0	129.0	0.0	1.0	0.0	0.0	0
19700442	165659	4	21	1	0.1987661299999999	0.0295064119020321	1.78889517	124.05625	171.0	0.0	2.0	0.0	0.0	0
14242954	5623351	2	20	12	0.379984784111635	1.6107964584119807	125.01499397272792	2254.177025462963	2151.0	0.0	346.0	0.0	0.0	0
19387248	478888	3	8	1	1.996405151903944	2.711211827423671	33.93888758236704	127.68263888888887	44.0	0.0	13.0	0.0	0.0	0
19676158	189896	4	17	15	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0
18972744	893538	1	9	23	0.2665084681935163	12.189521460290544	270.5060952164191	1327.2347569444444	131.0	0.0	20.0	0.0	0.0	0
14417874	5448431	3	19	16	0.0	0.0	0.0	0.0	998.0	0.0	171.0	0.0	0.0	0
19490972	375297	3	22	15	0.0	0.0	0.0	0.0	52.0	0.0	20.0	0.0	0.0	0
17116918	2749447	4	24	15	0.0279715811005478	0.0020175482930608	0.4475452976087662	511.61274305555554	25.0	0.0	1.0	0.0	0.0	0
10080279	9786075	5	17	0	0.008	0.0	0.008	0.0	2.0	0.0	1.0	0.0	0.0	0
10967383	8898984	10	1	1	0.0	0.0	0.0	0.0	610.0	4.0	5.0	1.0	0.0	0
19599642	266657	4	6	22	0.0	0.0	0.0	0.0	358.0	0.0	102.0	0.0	0.0	0
15016162	4850087	6	24	2	0.9995721727403998	14.280313627174994	277.88106402183115	1066.3243402777778	1281.0	0.0	88.0	0.0	0.0	0
12049549	7816838	3	16	12	0.6915094359459459	3.788437062867943	25.58584913	2572.0828703703705	52.0	0.0	33.0	0.0	0.0	0
18557819	1308241	11	12	19	0.686091864209608	3.51580988727422	19.89666406207863	294.8720833333333	129.0	0.0	22.0	0.0	0.0	0
18320522	1545611	10	10	14	0.0	0.0	0.0	0.0	1496.0	0.0	653.0	0.0	0.0	0
19769860	96499	4	30	18	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0
16739020	3127329	3	2	6	0.02	0.0	0.04	0.02625	8.0	0.0	1.0	0.0	0.0	0
19030321	836121	1	18	0	0.652052598904964	0.3205783165965294	7.824631186859569	91.89777777777778	284.0	0.0	7.0	0.0	0.0	0
16351744	3514505	1	7	1	0.0803214551237242	0.0216695721626526	20.64261396679713	764.6669675925926	545.0	0.0	86.0	0.0	0.0	0
17216225	2649963	5	8	13	0.4290670821883937	2.9757758296570413	31.75096408194113	1313.1125925925926	32.0	0.0	11.0	0.0	0.0	0
18643003	1223161	11	24	17	0.0491680811819846	0.0042140039241175	1.9175551660974024	620.7220138888889	60.0	0.0	25.0	0.0	0.0	0
19529722	336433	3	28	2	3.1352320138310543	32.223748361906054	90.92172840110058	2459.995115740741	48.0	0.0	28.0	0.0	0.0	0
17208642	2657787	5	7	12	0.0	0.0	0.0	0.0	4354.0	0.0	5.0	0.0	0.0	0
15601770	4264638	9	24	7	0.1688199277436017	0.0594194358856662	16.37553299112937	1100.7640393518518	401.0	0.0	46.0	0.0	0.0	0
16597381	3268900	2	10	9	0.2880415	0.0391739768549166	2.0162905	436.0025	13.0	0.0	11.0	0.0	0.0	0
6800597	13065688	11	30	13	0.0	0.0	0.0	0.0	1108.0	1.0	4.0	1.0	0.0	0
19339681	526596	3	1	10	0.01683088	0.000215798449872	0.0841544	226.35652777777776	11.0	0.0	8.0	0.0	0.0	0
19374780	491442	3	6	7	0.2722051154545454	0.0355906381008886	2.99425627	612.4458101851852	26.0	0.0	9.0	0.0	0.0	0
16860403	3005731	3	19	7	0.1376718165451031	0.0340443094517441	7.571949909980673	742.1755092592592	23.0	0.0	1.0	0.0	0.0	0
15157851	4708683	7	17	3	1.115486411162791	0.7856964998256677	47.96591568000001	882.012824074074	110.0	0.0	24.0	0.0	0.0	0
18672510	1193740	11	28	20	0.0744057257142857	0.0230111626428166	0.52084008	191.3945833333333	21.0	0.0	7.0	0.0	0.0	0
10880203	8986054	9	17	14	1.411555136272767	1.833286156082814	15.527106499000435	40.75895833333333	7.0	0.0	1.0	0.0	0.0	0
19800634	65828	5	5	1	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0
11819668	8046461	2	9	2	0.0	0.0	0.0	0.0	4153.0	0.0	1.0	0.0	0.0	0
16761553	3104835	3	5	10	0.49419249	0.0	0.49419249	0.0	9996.0	0.0	682.0	0.0	0.0	0
15534721	4331732	9	14	19	0.1703845106833638	0.0612204322366085	6.474611405967827	1006.0943055555556	166.0	0.0	117.0	0.0	0.0	0
15941285	3924882	11	10	18	17.90981164459716	3483.3288596627085	3778.97025701	1667.256539351852	1708.0	1.0	495.0	1.0	0.0	0
16809071	3057281	3	12	2	0.4555211967366925	0.775348885867922	52.84045882145634	1077.5823611111111	196.0	0.0	55.0	0.0	0.0	0
4996236	14869947	1	29	22	0.916546809695122	1.7904374508452727	150.31367679000002	140.10538194444445	6301.0	0.0	45.0	0.0	0.0	0
16306610	3559812	12	31	18	0.0379915735593663	0.001342239174364	2.16551969288388	1007.0034953703704	89.0	0.0	33.0	0.0	0.0	0
19099881	766190	1	27	19	0.0135	2.450000000000001e-05	0.027	364.3718055555556	3.0	0.0	1.0	0.0	0.0	0
18946493	919891	1	6	6	0.0	0.0	0.0	0.0	1410.0	0.0	650.0	0.0	0.0	0
17200444	2665985	5	6	8	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0
13059044	6807452	8	20	0	0.0	0.0	0.0	0.0	1410.0	0.0	650.0	0.0	0.0	0
14565916	5300612	4	11	18	0.5883450158703458	1.629562500259731	78.24988711075599	1311.9803472222222	243.0	0.0	43.0	0.0	0.0	0
19718911	147607	4	23	15	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0
19782944	83193	5	2	14	0.0246282433333333	0.0003631973444351	0.22165419	518.1572222222222	18.0	0.0	9.0	0.0	0.0	0
19725266	140990	4	24	12	0.0326849757310382	0.0002839132050191	0.0653699514620764	4.448333333333333	5.0	0.0	1.0	0.0	0.0	0
17907821	1958610	8	13	18	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0
11407983	8458366	12	7	21	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0
14876444	4990038	5	31	3	0.0465726918672241	0.0032304674271063	0.2794361512033447	107.61604166666666	4.0	0.0	1.0	0.0	0.0	0
16484580	3381587	1	25	14	5.181839581095238	44.16520691807157	2176.37262406	567.4454398148148	746.0	0.0	19.0	0.0	0.0	0
14002450	5863990	1	14	8	0.2028335864754502	0.0558310295359432	3.448170970082653	843.2133101851852	22.0	0.0	13.0	0.0	0.0	0
19805787	60666	5	5	18	0.0163	0.0001790966666666	0.1141	10.885416666666666	25.0	0.0	1.0	0.0	0.0	0
19838848	27601	5	10	9	0.0159	0.0	0.0159	0.0	1.0	0.0	1.0	0.0	0.0	0
18790274	1075848	12	15	8	0.0	0.0	0.0	0.0	141.0	0.0	4.0	0.0	0.0	0
19756556	109962	4	28	21	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0
19079672	786652	1	24	23	0.048117446231454	0.001815858785624	3.368221236201785	365.81	139.0	0.0	1.0	0.0	0.0	0
18849053	1017479	12	23	14	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0
14222449	5644059	2	17	7	6.552497511507539	26.38567803715977	65.52497511507539	808.1922685185185	8.0	0.0	1.0	0.0	0.0	0
15391549	4474756	8	22	17	0.379984784111635	1.6107964584119807	125.01499397272792	2254.177025462963	2151.0	0.0	346.0	0.0	0.0	0
15616118	4250131	9	26	7	0.0	0.0	0.0	0.0	36.0	0.0	4.0	0.0	0.0	0
18312264	1553894	10	9	10	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0
19449608	416926	3	16	19	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0
